T,C_exo_ratio,gamma,regime,mean_err_T,se_err_T,n,mean_sum_dt,se_sum_dt,mean_sum_kappa,se_sum_kappa,mean_gen_gap_traj,se_gen_gap_traj,mean_traj_emp_risk,se_traj_emp_risk,mean_traj_pop_risk,se_traj_pop_risk,mean_pop_mse_initial,se_pop_mse_initial,mean_pop_mse_final,se_pop_mse_final,mean_C_over_T(alpha_opt)
800,0.0025,0.0,mixed,0.0801646551117301,0.007691811924990516,12,1.9356295015466332,0.03459467867616676,0.0,0.0,0.0007008127084020708,0.000161798987478026,0.02557075513241083,0.0008356561053842202,0.02559137514323084,0.0007568498232451696,0.17392986786862216,0.029941512833969047,0.02228048654350763,0.002339757929337247,0.0024195368769332915
800,0.0025,0.01,mixed,0.09660686956097682,0.009007160379747178,12,1.9356295015466332,0.03459467867616676,15.63408377607931,0.2755471516526649,0.001001663194040229,0.0002021572213377124,0.02868249113278278,0.000881088284155422,0.028852632987824728,0.0008891805649952432,0.17392986786862216,0.029941512833969047,0.027198856648368144,0.0033614956628509637,0.03460952211487229
800,0.005,0.0,mixed,0.07893946828941505,0.007436998404015148,12,3.8712590030932663,0.06918935735233352,0.0,0.0,0.0007391311674475268,0.0001604082181699036,0.025577633577573172,0.0008251544407422586,0.025625363102632647,0.0007502659610351663,0.17392986786862216,0.029941512833969047,0.022127863088001812,0.0022555467524960574,0.004839073753866583
800,0.005,0.01,mixed,0.09594861666361491,0.009599802051916994,12,3.8712590030932663,0.06918935735233352,15.63408377607931,0.2755471516526649,0.0009532619854043042,0.00020287474186093403,0.028667583774307583,0.000885098950784709,0.028843738356748277,0.0008887494685123505,0.17392986786862216,0.029941512833969047,0.027216635964966072,0.0035615391488594376,0.03702905899180558
800,0.01,0.0,mixed,0.07800980315854152,0.0072977719594980355,12,7.742518006186533,0.13837871470466703,0.0,0.0,0.0007906692989232677,0.00015674927528481876,0.02562955597602068,0.000829814491025144,0.025731953495790858,0.0007659604049751762,0.17392986786862216,0.029941512833969047,0.021931964429095393,0.0022025344274848473,0.009678147507733166
800,0.01,0.01,mixed,0.0938942910482486,0.00937393170622593,12,7.742518006186533,0.13837871470466703,15.63408377607931,0.2755471516526649,0.0009201347399978857,0.00017518908889500756,0.028773223853854887,0.0008931546832692754,0.028881616836830905,0.0008993526135080771,0.17392986786862216,0.029941512833969047,0.026687833413016056,0.0035608659300319185,0.04186813274567216
800,0.02,0.0,mixed,0.07768077620615561,0.007526029622420317,12,15.485036012373065,0.27675742940933407,0.0,0.0,0.0008645078197139257,0.00011096248578613206,0.025941128925880592,0.0008129967999866354,0.026043499381576126,0.0007809563194195429,0.17392986786862216,0.029941512833969047,0.02232235426626479,0.0022326218265248735,0.019356295015466332
800,0.02,0.01,mixed,0.09721532526115577,0.008345754234401082,12,15.485036012373065,0.27675742940933407,15.63408377607931,0.2755471516526649,0.0011026646881344268,0.00017436212130518487,0.02912789116958106,0.0009141360889717092,0.0292667613216933,0.0009554581445902131,0.17392986786862216,0.029941512833969047,0.027499331850558525,0.0035750266170147603,0.05154628025340533
800,0.04,0.0,mixed,0.08243400386224191,0.006269798292175298,12,30.97007202474613,0.5535148588186681,0.0,0.0,0.000910775818682332,0.00014167807651051988,0.027139698442381868,0.0007595121005805445,0.027364944683625565,0.0007763613994226924,0.17392986786862216,0.029941512833969047,0.023968297784837587,0.002484542847696268,0.038712590030932664
800,0.04,0.01,mixed,0.09605906841655572,0.007013577876424342,12,30.97007202474613,0.5535148588186681,15.63408377607931,0.2755471516526649,0.0010841243845611224,0.0001529090841958321,0.0306413212349731,0.0009313802980859677,0.030721755196063905,0.0009841212068255375,0.17392986786862216,0.029941512833969047,0.02814717438537628,0.0031013538880294506,0.07090257526887166
800,0.08,0.0,mixed,0.10415717648963134,0.0066283512599422416,12,61.94014404949226,1.1070297176373363,0.0,0.0,0.0011308658572994762,0.00018378586823531725,0.032073900543683594,0.0009012650663943819,0.03235857580561667,0.0009398479994350371,0.17392986786862216,0.029941512833969047,0.031241094451397663,0.0031500302718159034,0.07742518006186533
800,0.08,0.01,mixed,0.11806164061029752,0.008976828833042634,12,61.94014404949226,1.1070297176373363,15.63408377607931,0.2755471516526649,0.0011391567329385966,0.0001948967896642934,0.03638225251220239,0.0012481923420529341,0.03656760679987202,0.0011979558462913817,0.17392986786862216,0.029941512833969047,0.03728111933295926,0.004380794290344592,0.10961516529980432
1600,0.0025,0.0,mixed,0.06852767771730821,0.005481784646284666,12,3.8522827967128137,0.058999590919735244,0.0,0.0,0.0004583751369967619,0.00011380797773787562,0.02325085964115089,0.0004714006006753576,0.023334097784375757,0.00041029307419723445,0.17392986786862216,0.029941512833969047,0.018896260386488093,0.0013198090805803262,0.0024076767479455086
1600,0.0025,0.01,mixed,0.08371655580898126,0.0036064724952097867,12,3.8522827967128137,0.058999590919735244,31.268167552158616,0.551094303305313,0.00048429268485734666,9.02244272159009e-05,0.027072439780129413,0.0004230490377756577,0.026957207922168897,0.00046367060888483433,0.17392986786862216,0.029941512833969047,0.023451173513506854,0.0011357934892864943,0.0345976619858845
1600,0.005,0.0,mixed,0.06859289451191823,0.005321673009567348,12,7.704565593425627,0.11799918183947049,0.0,0.0,0.00046148538963402576,0.00011911042975452376,0.023268138889087738,0.0004648181526456471,0.023371935041417,0.0004046009162373706,0.17392986786862216,0.029941512833969047,0.018585985070870573,0.0012764111088642744,0.004815353495891017
1600,0.005,0.01,mixed,0.08407624810934067,0.0035418837807801276,12,7.704565593425627,0.11799918183947049,31.268167552158616,0.551094303305313,0.00047431753264880514,8.869580644597711e-05,0.027018623194965497,0.00043224838707637755,0.026929680093489883,0.0004694479114138509,0.17392986786862216,0.029941512833969047,0.023407685949156685,0.0012315140411266164,0.03700533873383001
1600,0.01,0.0,mixed,0.07078222526858251,0.005033917003838636,12,15.409131186851255,0.23599836367894098,0.0,0.0,0.0004610038400585977,0.00012170499723783803,0.023387273807066653,0.00046708047318260435,0.023503581548778445,0.00040746320541173227,0.17392986786862216,0.029941512833969047,0.01840927014360205,0.0012197188932566454,0.009630706991782034
1600,0.01,0.01,mixed,0.08610788856943448,0.0033149045682264785,12,15.409131186851255,0.23599836367894098,31.268167552158616,0.551094303305313,0.00047922355079151047,6.799623921449347e-05,0.027135285211403796,0.0004454941340945853,0.02700823606455743,0.0004660152278339931,0.17392986786862216,0.029941512833969047,0.023383693876676267,0.0013885093213612384,0.04182069222972103
1600,0.02,0.0,mixed,0.07484265509992838,0.004708804297198159,12,30.81826237370251,0.47199672735788195,0.0,0.0,0.0004018384252147403,0.00012143542285158128,0.023895036489240174,0.0004560352793365431,0.02401102880928799,0.00039980060207432764,0.17392986786862216,0.029941512833969047,0.018665811348085606,0.001035646512094892,0.01926141398356407
1600,0.02,0.01,mixed,0.09083087680240472,0.0033026924557762933,12,30.81826237370251,0.47199672735788195,31.268167552158616,0.551094303305313,0.0004864277174385006,5.9126404828516015e-05,0.02765971153385784,0.0004813278707454148,0.02760193883813676,0.0004906224963150524,0.17392986786862216,0.029941512833969047,0.023978882692754274,0.001403589779866,0.05145139922150307
1600,0.04,0.0,mixed,0.08897694293409586,0.004130472689267076,12,61.63652474740502,0.9439934547157639,0.0,0.0,0.000452267007479967,0.00012926623722059677,0.025999831664403453,0.00045692121647011386,0.02621109190158072,0.0004187163932519192,0.17392986786862216,0.029941512833969047,0.02200110220815987,0.0011727417885966124,0.03852282796712814
1600,0.04,0.01,mixed,0.10749924990038077,0.005576058502394335,12,61.63652474740502,0.9439934547157639,31.268167552158616,0.551094303305313,0.00044420242450178733,5.67790227920091e-05,0.03016743402659286,0.0005256004606589626,0.030170661336245158,0.0005313265676219044,0.17392986786862216,0.029941512833969047,0.027702224742000306,0.002163342439728225,0.07071281320506713
1600,0.08,0.0,mixed,0.1311823514600595,0.008710721957692681,12,123.27304949481004,1.8879869094315278,0.0,0.0,0.0006879854950155737,0.00012974083374293714,0.03434939192812393,0.0009865832723676903,0.03443385791048665,0.000925356422842386,0.17392986786862216,0.029941512833969047,0.036852540206164124,0.003373395522351692,0.07704565593425627
1600,0.08,0.01,mixed,0.14144130423665047,0.006757623512113384,12,123.27304949481004,1.8879869094315278,31.268167552158616,0.551094303305313,0.000861614150121061,0.00019911077774040423,0.03999367912180771,0.0011696266191288255,0.04007741692891917,0.001111930622106932,0.17392986786862216,0.029941512833969047,0.04315007453784347,0.002928182763794932,0.10923564117219527
3200,0.0025,0.0,mixed,0.06036119846006235,0.0033084820808025966,12,7.729494494010784,0.12722442457726832,0.0,0.0,0.00028571480902904483,8.910492322064081e-05,0.020759681513668565,0.0002998544929168745,0.020869698766876665,0.00024684325137549405,0.17392986786862216,0.029941512833969047,0.016072704001174623,0.0007052313185769724,0.00241546702937837
3200,0.0025,0.01,mixed,0.087660844437778,0.005513578906992283,12,7.729494494010784,0.12722442457726832,62.53633510431612,1.1021886066106774,0.00040270349854588304,8.797267289575277e-05,0.025806179713470767,0.0004361577206537768,0.02574481758892641,0.00045987618834426755,0.17392986786862216,0.029941512833969047,0.024183661201968795,0.001997236106859905,0.034605452267316796
3200,0.005,0.0,mixed,0.060527824175854526,0.0033070970656878646,12,15.458988988021568,0.25444884915453664,0.0,0.0,0.0003031330047369958,8.528390838573881e-05,0.020801893464460295,0.0002974517200469614,0.020935506848276577,0.000245279480101179,0.17392986786862216,0.029941512833969047,0.016185574360036606,0.000714235992239477,0.00483093405875674
3200,0.005,0.01,mixed,0.08821834375460942,0.005685872654654811,12,15.458988988021568,0.25444884915453664,62.53633510431612,1.1021886066106774,0.00041162883520434127,8.577639691879144e-05,0.025874286725302027,0.0004563166937527795,0.02581096426018728,0.0004928163807040825,0.17392986786862216,0.029941512833969047,0.024428459340706473,0.0020088370471633417,0.03702091929669517
3200,0.01,0.0,mixed,0.06240156417091688,0.0032391599655704666,12,30.917977976043137,0.5088976983090733,0.0,0.0,0.0003242833853996426,7.799511141915628e-05,0.021031151446545035,0.000298406175736743,0.021182553723125098,0.0002457186807125471,0.17392986786862216,0.029941512833969047,0.016703740354472155,0.0007120212279190501,0.00966186811751348
3200,0.01,0.01,mixed,0.09303292383750279,0.0061184994564815,12,30.917977976043137,0.5088976983090733,62.53633510431612,1.1021886066106774,0.0004762379830832326,8.685872436880666e-05,0.026244013601635596,0.0005485650867469885,0.026138462563788687,0.0005589448931077563,0.17392986786862216,0.029941512833969047,0.02578546773331861,0.0020290481112987184,0.041851853355451905
3200,0.02,0.0,mixed,0.07170958848049243,0.0027723057410342865,12,61.83595595208627,1.0177953966181466,0.0,0.0,0.0003247565886625861,7.030270970413114e-05,0.02200340455300968,0.0003013514650582755,0.02215664754711877,0.00025041419991757004,0.17392986786862216,0.029941512833969047,0.018941449302559102,0.000546200487990938,0.01932373623502696
3200,0.02,0.01,mixed,0.10856293886899948,0.005856796726945709,12,61.83595595208627,1.0177953966181466,62.53633510431612,1.1021886066106774,0.00045213110414033696,9.273957955687562e-05,0.0277117489987067,0.0006642057415150218,0.02767473679889615,0.0006539541516979801,0.17392986786862216,0.029941512833969047,0.031346803909788536,0.0028799673819041847,0.05151372147296539
3200,0.04,0.0,mixed,0.09956599399447441,0.005125540566074033,12,123.67191190417255,2.035590793236293,0.0,0.0,0.0004352064823926587,9.597305821176027e-05,0.025878237436571725,0.000420440385445104,0.026094770004431975,0.00039864820939563596,0.17392986786862216,0.029941512833969047,0.02792256037394206,0.0024081104408130286,0.03864747247005392
3200,0.04,0.01,mixed,0.13346804740528265,0.007202873542767305,12,123.67191190417255,2.035590793236293,62.53633510431612,1.1021886066106774,0.00062668152707004,0.00015452445352667085,0.03259968539865136,0.0007903120517790888,0.032697309090369046,0.0007750388693475608,0.17392986786862216,0.029941512833969047,0.042188135354469226,0.004206878490451519,0.07083745770799235
3200,0.08,0.0,mixed,0.1582161250213782,0.007335100483801097,12,247.3438238083451,4.071181586472586,0.0,0.0,0.0008795699583918614,0.00022218888282790717,0.04075734494327429,0.0012339000451188013,0.040905074184996316,0.00122477438112265,0.17392986786862216,0.029941512833969047,0.05514182172715665,0.006233086200147273,0.07729494494010784
3200,0.08,0.01,mixed,0.1971401385962963,0.009226807746513794,12,247.3438238083451,4.071181586472586,62.53633510431612,1.1021886066106774,0.0012456437468537588,0.00026456491482762653,0.05135778804933156,0.0014687606512465412,0.0515981828009232,0.0015295420966456358,0.17392986786862216,0.029941512833969047,0.08072997310509285,0.008293586896119656,0.10948493017804627
6400,0.0025,0.0,mixed,0.05391536373645067,0.0053163563633536045,12,15.510558661520237,0.24893853244639244,0.0,0.0,0.00026490671695495973,4.662026602954367e-05,0.018151784687154674,0.00015548557996699846,0.01829911258227924,0.00014160484809100002,0.17392986786862216,0.029941512833969047,0.01501849454788802,0.0007428462876644359,0.002423524790862537
6400,0.0025,0.01,mixed,0.12559803078571954,0.010860505087668178,12,15.510558661520237,0.24893853244639244,125.07267020863208,2.2043772132212602,0.00024137232422876578,6.490049837555639e-05,0.026646652015512636,0.0009028818630765241,0.02673644067639999,0.0009076250872657354,0.17392986786862216,0.029941512833969047,0.03575483274025223,0.004352252786373207,0.03461351002880092
6400,0.005,0.0,mixed,0.05544991667071978,0.005267184766001654,12,31.021117323040475,0.4978770648927849,0.0,0.0,0.00027097400663445996,5.231245331969854e-05,0.018268655122346506,0.00015576414178652989,0.018429141389177256,0.00014389470656544882,0.17392986786862216,0.029941512833969047,0.015270088004181165,0.0007389631864020114,0.004847049581725074
6400,0.005,0.01,mixed,0.1272904220968485,0.010596141098078502,12,31.021117323040475,0.4978770648927849,125.07267020863208,2.2043772132212602,0.00028162651134246093,8.600503376697763e-05,0.027031920893438557,0.0009486623668545827,0.027086560541353426,0.0009707078391642593,0.17392986786862216,0.029941512833969047,0.03600757940672339,0.0043562722224965615,0.03703703481966345
6400,0.01,0.0,mixed,0.06081393454223871,0.005213733130103316,12,62.04223464608095,0.9957541297855698,0.0,0.0,0.00027166854706857255,5.956767403880639e-05,0.018761369298638,0.00016125263715850976,0.018931988457759043,0.00015519963513576328,0.17392986786862216,0.029941512833969047,0.01627756068327775,0.0007886767119007757,0.009694099163450149
6400,0.01,0.01,mixed,0.14066160780688128,0.008499525438545687,12,62.04223464608095,0.9957541297855698,125.07267020863208,2.2043772132212602,0.00033342048344132236,0.00015145946676519472,0.028403956677479785,0.0010749677907059996,0.028510623867866042,0.0011465196931056958,0.17392986786862216,0.029941512833969047,0.04193545124183099,0.004606517856971912,0.041884084401388536
6400,0.02,0.0,mixed,0.07609566797812779,0.004422802802426999,12,124.0844692921619,1.9915082595711395,0.0,0.0,0.0002965918068175569,6.33677858622543e-05,0.02072024413378368,0.0002171996832544133,0.020904015579978938,0.00022502369170519418,0.17392986786862216,0.029941512833969047,0.01947466585785151,0.0008622808349151061,0.019388198326900297
6400,0.02,0.01,mixed,0.15626557605961958,0.007735540428134211,12,124.0844692921619,1.9915082595711395,125.07267020863208,2.2043772132212602,0.0005074897218847046,0.00022832324862036087,0.03330008275311169,0.0013023751554618827,0.03351491262748217,0.00145945137313205,0.17392986786862216,0.029941512833969047,0.053306956999003896,0.005608678174036643,0.05157818356483868
6400,0.04,0.0,mixed,0.11386733315885067,0.004841655689364187,12,248.1689385843238,3.983016519142279,0.0,0.0,0.0004872368042246192,9.493539539923116e-05,0.028122367214561256,0.000528794784454458,0.028354809617855317,0.0005742629904930134,0.17392986786862216,0.029941512833969047,0.031243442470828695,0.0018698739436957229,0.038776396653800595
6400,0.04,0.01,mixed,0.20131848752498627,0.008174541512703467,12,248.1689385843238,3.983016519142279,125.07267020863208,2.2043772132212602,0.0007653683527820565,0.0002729217652634206,0.04700068499061791,0.0017694460132136555,0.047248043010637654,0.0018987903833313216,0.17392986786862216,0.029941512833969047,0.08377983629703523,0.006289878800958455,0.07096638189173897
6400,0.08,0.0,mixed,0.18668442964553833,0.007357364874724126,12,496.3378771686476,7.966033038284558,0.0,0.0,0.0011074049622074491,0.0002079570974656967,0.05351739754011753,0.0013955838783606862,0.05370451957790314,0.0015452139310220892,0.17392986786862216,0.029941512833969047,0.06886850319802762,0.00432650810601819,0.07755279330760119
6400,0.08,0.01,mixed,0.2874276538689931,0.0071920276043486425,12,496.3378771686476,7.966033038284558,125.07267020863208,2.2043772132212602,0.001848483688737329,0.000574838526816268,0.08656929829290966,0.0031487813141590965,0.08692570947225553,0.003463566731610095,0.17392986786862216,0.029941512833969047,0.1580582362661759,0.009793252976499403,0.10974277854553957
